catchment,River,Station,Country,Latitude,Longitude,Catchment Area,Altitude (m),Number of Years,LINKNO,Ecoregion_Name,Continent,BIOME,ECO_NAME,quality,strmOrder,Magnitude,strmDrop,WSNO,length_km,drain_den,gord,PathLength,TotalLength,MeanTemp01,MeanTemp02,MeanTemp03,MeanTemp04,MeanTemp05,MeanTemp06,MeanTemp07,MeanTemp08,MeanTemp09,MeanTemp10,MeanTemp11,MeanTemp12,MeanTempAnn,MeanPrec01,MeanPrec02,MeanPrec03,MeanPrec04,MeanPrec05,MeanPrec06,MeanPrec07,MeanPrec08,MeanPrec09,MeanPrec10,MeanPrec11,MeanPrec12,MeanPrecAnn,CumPrec01,CumPrec02,CumPrec03,CumPrec04,CumPrec05,CumPrec06,CumPrec07,CumPrec08,CumPrec09,CumPrec10,CumPrec11,CumPrec12,CumPrecTotal,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,FEOW_ID,ID,cls1,cls10,cls11,cls12,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,Dam_SurfaceArea,Dam_Count,HydroLakes_Area_sqkm,MeanPopden_2000,MeanPopden_2005,MeanPopden_2010,MeanPopden_2015,MeanHumanFootprint,meanPercentDC_Imperfectly,meanPercentDC_ModeratelyWell,meanPercentDC_Poor,meanPercentDC_SomewhatExcessive,meanPercentDC_VeryPoor,meanPercentDC_Well,tempcv,precipcv,forest,otherveg,human,water,damareaN,damcountN,strmsize
4208210,INDIN RIVER,ABOVE CHALCO LAKE,CA,64.387779,-115.02194,1103.821045,304,45,202825,Lower Mackenzie,North America,Boreal Forests/Taiga,Northern Canadian Shield taiga,low,1,1,25,202825,29.63495376,0.025068787,5,1.209618807,28.9082489,-29.79999924,-27.29999924,-21.10000038,-9.5,2.200000048,11.39999962,14.80000019,11.80000019,5,-4.699999809,-17.70000076,-25.20000076,-7.508333345,38.10309668,29.96409622,38.9773326,23.65510254,37.42454466,63.02833264,101.281816,120.84024,80.83375508,83.51353729,59.65459736,51.69225597,60.74739226,42059,33075,43024,26111,41310,69572,111797,133386,89226,92184,65848,57059,804651,-79,93,17,15518,190,-343,533,102,-203,119,-275,263,43,11,46,109,35,100,44,105,105,0.024924261,1.98E-05,0.272926781,0.04821623,0,4.96E-05,0.09248228,0.429751889,0.092603698,0,0.018649195,0,0,0,225.9929352,0,0,0,0,0.062610612,29.99999425,0,0,0,0,70.00001017,209.4393048,149.9267068,0.117456141,0.522355587,0,0.066865425,0,0,2
4208267,LIARD RIVER,ABOVE BASS CREEK,CA,59.118889,-129.82306,972.2756348,799,58,77497,Lower Mackenzie,North America,Boreal Forests/Taiga,Northern Cordillera forests,medium,1,1,347,77497,41.42051457,0.042286552,5,0.889745891,20.70544052,-17.29999924,-13.80000019,-8.699999809,-0.600000024,5.900000095,11,13.19999981,12,6.900000095,0.400000006,-10,-16.20000076,-1.433333335,114.7678662,89.94877262,85.51998736,43.89804544,85.57038459,128.5314529,163.2767441,146.144771,174.0216395,169.9528344,109.584151,105.1327384,118.0291156,111586,87455,83149,42681,83198,124968,158750,142093,169197,165241,106546,102218,1377082,-30,112,27,10263,175,-229,404,85,-30,98,-164,589,63,22,24,180,93,167,155,105,105,0.06304222,0.00409135,0.218360608,0.027482647,0,0.017446179,0.234449776,0.316243851,0.112408134,0,0.003884932,0,0,0,7.007822037,0.005765964,0.005738376,0.005710921,0.005683611,3.912252651,0,33.99999146,0,0,0,0,217.7587697,133.7181089,0.314938175,0.428651985,0,0.031367579,0,0,2
4208271,LIARD RIVER,NEAR THE MOUTH,CA,61.747223,-121.22361,246829.8281,141,50,374801,Lower Mackenzie,North America,Boreal Forests/Taiga,Muskwa-Slave Lake forests,low,5,282,9,374801,12686.92269,0.051216649,9,14.8689537,5575.526855,-24.10000038,-19.20000076,-12.80000019,-0.600000024,8.399999619,14.60000038,16.89999962,14.5,8.199999809,-1,-14.60000038,-22,-2.641666859,72.80638705,58.1194749,53.45480367,51.96723629,100.617256,157.0895556,200.7298404,155.3108078,116.601799,97.34816973,76.7688498,67.31437658,100.6773797,17970788,14345620,13194240,12827064,24835340,38774388,49546112,38335340,28780802,24028432,18948842,16615196,298202164,-35,111,20,15486,233,-308,541,154,-124,154,-239,358,54,17,41,146,53,146,57,105,105,0.382169046,0.007206312,0.094838913,0.047399741,0,0.005818958,0.304367611,0.103781349,0.049974592,0.00238281,0.001504663,1.01E-05,0,0,2479.166992,0.036436505,0.034214807,0.032285148,0.030631136,3.229853207,6.761149525,29.13930239,9.049280094,0,9.757108849,24.43899121,217.0149173,147.6522441,0.692355615,0.156138751,0.00239291,0.048904404,0,0,4
4208280,LIARD RIVER,FORT LIARD,CA,60.243057,-123.47916,166445.2656,221,80,372065,Lower Mackenzie,North America,Boreal Forests/Taiga,Muskwa-Slave Lake forests,low,5,208,20,372065,9169.212371,0.05484524,9,11.2078228,3694.11499,-23.79999924,-18.10000038,-10.89999962,0.699999988,9.100000381,14.60000038,16.79999924,15.10000038,9.300000191,1.399999976,-11.30000019,-21.29999924,-1.533333177,78.23166344,61.51445019,55.452157,49.68843644,102.3846244,155.9732198,199.149119,153.137645,121.3606643,102.1867455,79.33810525,72.39746926,102.5678583,13021290,10238789,9229749,8270405,17041436,25961004,33147428,25489036,20199908,17008500,13205452,12050216,204863213,-18,109,22,14180,229,-262,491,151,-204,151,-204,443,83,14,56,207,53,207,53,105,105,0.4182228,0.005831582,0.089135691,0.051705774,0,0.006921485,0.27046657,0.103088356,0.049765549,0.003195825,0.000908509,1.44E-05,0,0,1072.831543,0.049675542,0.046501772,0.043756734,0.041416571,3.577514071,5.555700979,34.72796285,8.023274169,0,4.687765883,22.64386275,217.7801794,145.3830894,0.695610855,0.15604973,0.003210225,0.052614283,0,0,4
4208307,BOUGIE CREEK,KM 368 ALASKA HIGHWAY,CA,58.030277,-122.71861,332,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208357,SNARE RIVER,BELOW GHOST RIVER,CA,63.974167,-115.43333,11258.22168,259,75,340481,Lower Mackenzie,North America,Boreal Forests/Taiga,Northern Canadian Shield taiga,low,2,7,0,340481,374.7028544,0.038235255,7,3.889322042,293.6881104,-29.5,-26.79999924,-19.89999962,-8.100000381,3.700000048,12.5,15.60000038,12.5,5.599999905,-3.900000095,-16.60000038,-24.70000076,-6.633333345,37.62228281,29.38021736,35.97388749,23.42075041,36.18262383,64.70266981,101.0540592,117.7733072,78.14022721,81.85200347,59.31114336,51.33661571,59.72914898,423560,330769,405002,263676,407352,728437,1137689,1325918,879720,921508,667738,577959,8069328,-72,97,17,15764,201,-345,546,109,-195,128,-273,265,43,10,43,108,35,101,47,105,105,0.036998631,1.94E-06,0.209660763,0.082239322,0,6.59E-05,0.131690633,0.399757934,0.101621705,0,0.019114418,0,0,0,2470.054443,0.026824437,0.027191893,0.027564381,0.02794198,0.089708985,28.63185039,0,0,0,0,66.80764257,210.9031246,150.093197,0.168755164,0.501379639,0,0.10135374,0,0,3
4208371,YELLOWKNIFE RIVER,INLET TO PROSPEROUS LAKE,CA,62.670834,-114.26334,11300,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208379,BAKER CREEK,OUTLET OF LOWER MARTIN LAKE,CA,62.513332,-114.40945,121,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4208395,WALDRON RIVER,NEAR THE MOUTH,CA,63.046112,-110.47806,1830,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208399,SIKANNI CHIEF RIVER,NEAR FORT NELSON,CA,57.234165,-122.69417,2223.088623,816,78,249633,Lower Mackenzie,North America,Boreal Forests/Taiga,Muskwa-Slave Lake forests,high,2,3,248,249633,94.96439172,0.054047252,6,1.74186945,45.19916153,-13.39999962,-9.399999619,-5.699999809,1.799999952,7.5,12,14.19999981,12.89999962,8.199999809,1.799999952,-8.100000381,-11.39999962,0.866666675,70.21807335,62.96600079,66.10622648,56.84883576,140.8724766,221.6209443,244.4702359,172.3309615,110.4998683,90.4628803,77.81246245,62.99793834,114.767242,156101,139979,146960,126380,313172,492683,543479,383107,245651,201107,172984,140050,3061653,-12,109,26,10710,194,-216,410,120,-73,120,-153,515,86,23,45,219,79,219,88,105,105,0.492287399,0.005463891,0.097480817,0.036103111,0,0.003689026,0.203206762,0.065300149,0.080829311,0.013864911,0.001287564,0,0,0,9.743208885,0.00192541,0.001985488,0.002047441,0.002111327,9.584818129,0,52.07290366,0,0,2.280985762,0,214.2582798,157.1251951,0.699183187,0.159994371,0.013864911,0.037390675,0,0,2
4208400,SLAVE RIVER,FITZGERALD (ALBERTA),CA,59.872223,-111.58334,612151.3125,201,101,378873,Upper Mackenzie,North America,Boreal Forests/Taiga,Mid-Continental Canadian forests,high,7,767,0,378873,34820.205,0.056823202,11,25.23018265,12472.47852,-23.29999924,-19.29999924,-12.39999962,-1.100000024,7.400000095,13.80000019,16.39999962,14.5,8.100000381,0.100000001,-11.30000019,-20.5,-2.299999835,61.4137244,46.76607469,48.66354999,47.12430965,88.75389285,149.3910119,174.7092489,138.0219666,103.5740457,73.54988069,65.08275191,56.7217276,87.81434873,37594492,28627914,29789456,28847208,54330812,91449904,106948496,84490328,63402988,45023656,39840492,34722280,645068026,-30,112,21,14495,223,-305,528,145,-123,145,-226,351,56,15,43,143,46,143,55,104,104,0.379194123,0.001751194,0.036724352,0.061289152,7.90E-06,0.010725945,0.362094135,0.044421239,0.032163371,0.066055968,0.004377693,0.000151373,1689.900146,11,35881.85547,0.59184191,0.638869534,0.693164227,0.756296695,6.053860122,2.900978016,40.13400853,4.099237311,13.17735229,23.21619951,0.661474578,218.2206398,150.1924913,0.752022103,0.142640578,0.066207341,0.065666845,0.002760592,1.80E-05,4
4208440,HAY RIVER,NEAR HAY RIVER,CA,60.743057,-115.85778,64397.39453,153,59,372945,Upper Mackenzie,North America,Boreal Forests/Taiga,Muskwa-Slave Lake forests,low,4,63,0,372945,3011.887202,0.047688659,8,11.82697582,1395.192139,-23.79999924,-20.5,-13.80000019,-1.299999952,7.300000191,13.80000019,16.60000038,14.5,8.300000191,-0.100000001,-12.80000019,-21.5,-2.774999885,48.18757067,41.32497936,43.92409073,42.01988325,91.32096171,145.3874504,175.5258436,128.2826124,79.7390335,58.50929261,53.05458435,45.18515106,79.3717878,3103154,2661221,2828597,2705971,5880832,9362573,11303407,8261066,5134986,3767846,3416577,2909806,61336036,-36,109,21,14410,210,-304,514,139,-135,139,-227,341,47,17,36,131,52,131,58,104,104,0.453945151,0.000188621,0.010947931,0.01698968,0,0.001027088,0.464537777,0.03236627,0.010998368,0.005398481,0.003589298,0,6.099999905,1,619.9949951,0.040524233,0.041713515,0.042957796,0.044258074,4.239120658,0,41.97063437,0.143136038,0,32.86360443,0.214704011,217.499863,158.2421498,0.919510016,0.048763119,0.005398481,0.020578978,9.47E-05,1.55E-05,3
4208441,HAY RIVER,NEAR MEANDER RIVER,CA,59.149445,-117.63416,36900,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208461,CHINCHAGA RIVER,NEAR HIGH LEVEL,CA,58.596668,-118.33334,10400,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4208480,GRAHAM RIVER,ABOVE COLT CREEK,CA,56.458611,-122.35611,2321.105225,713,41,245009,Upper Mackenzie,North America,Temperate Coniferous Forests,Alberta-British Columbia foothills forests,medium,2,3,228,245009,116.4888428,0.060765273,6,1.774365544,46.23105621,-11,-9.199999809,-4.199999809,3.099999905,8.800000191,12.89999962,15,14,9.199999809,3.200000048,-6.099999905,-10.19999981,2.12500002,84.23745632,71.61200544,73.9173727,58.87970891,132.52609,201.5272703,215.7174929,156.9859893,117.9670775,97.70087007,93.03154276,78.7870356,115.240826,195524,166219,171570,136666,307607,467766,500703,364381,273814,226774,215936,182873,3209833,8,104,27,9857,200,-179,379,129,-51,129,-123,550,86,24,41,222,88,222,101,104,104,0.694089197,0.000192541,0.060444509,0.041099065,0,0.003637596,0.13871282,0.022060817,0.037165972,0.000993643,0.000531887,0,0,0,0.943820238,0.023179337,0.023902616,0.024648441,0.025417535,0.433470023,0,50.68514828,0,0,0.685147761,0,211.2129164,144.9134008,0.836439613,0.060220432,0.000993643,0.041630952,0,0,2
4208485,OSPIKA RIVER,ABOVE ALEY CREEK,CA,56.467224,-123.93333,2187.353271,721,41,261281,Upper Mackenzie,North America,Temperate Coniferous Forests,Central British Columbia Mountain forests,high,2,4,83,261281,111.6346378,0.05524407,6,1.128654361,44.26695633,-15.10000038,-9.899999619,-4.900000095,2.099999905,7.699999809,11.89999962,13.89999962,13.10000038,8.399999619,1.899999976,-7.599999905,-11.89999962,0.799999942,80.2289243,74.21206357,73.9560464,58.25259307,136.9888458,195.9976039,214.4184966,162.7514882,127.7575981,113.8563228,89.63115497,79.91530327,117.3305367,175489,162328,161768,127419,299643,428716,469009,355995,279451,249044,196055,174803,3079720,-2,107,27,9992,196,-200,396,121,-57,121,-136,532,70,21,29,188,83,188,124,104,104,0.346944093,0.001504208,0.193900345,0.052241098,0,0.008473616,0.211936323,0.083777227,0.094124814,0.00257073,0.002767014,0,0,0,0.943093061,0.000123651,0.000127509,0.000131487,0.00013559,0.820037135,0,53.64299816,0,0,3.642972035,0,214.9480555,143.7307374,0.567354032,0.180472771,0.00257073,0.055008112,0,0,2
4208487,AKIE RIVER,NEAR THE 760 M CONTOUR,CA,57.191113,-124.89889,1700,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208491,FINLAY RIVER,ABOVE AKIE RIVER,CA,57.127777,-125.25,15404.29688,706,44,337185,Upper Mackenzie,North America,Boreal Forests/Taiga,Northern Cordillera forests,high,3,26,3,337185,871.1480247,0.056454542,7,3.337541819,313.9216919,-16.89999962,-11.19999981,-5,1.899999976,7.699999809,12.30000019,14.39999962,13.30000019,8.300000191,1.899999976,-8.100000381,-14.10000038,0.37499998,108.8927338,80.16600885,62.51521945,43.22741928,105.9867265,144.0366943,177.0421605,144.571545,133.3275395,113.0141164,98.26900973,114.6147087,110.4719902,1677416,1234901,963003,665888,1632651,2218784,2727210,2227023,2053817,1740903,1513765,1765559,20420920,-4,112,26,10374,200,-217,417,121,-55,121,-145,462,62,13,35,162,59,162,120,104,104,0.298994781,0.015555008,0.149067498,0.050517003,0,0.008863899,0.251441755,0.130185936,0.089611939,0.001357903,0.002200349,0,0,0,187.4210205,0.016463958,0.016977622,0.017507313,0.01805353,3.463079504,5.795031315,37.02463293,0.174904083,0.02196478,3.370886775,0.142479777,216.3391467,133.6254108,0.559300435,0.221155778,0.001357903,0.052717352,0,0,3
4208500,OMINECA RIVER,ABOVE OSILINKA RIVER,CA,55.919167,-124.56445,5259.872559,774,47,324073,Upper Mackenzie,North America,Temperate Coniferous Forests,Central British Columbia Mountain forests,high,2,7,77,324073,289.1211451,0.051773589,6,2.513522625,103.1113052,-14.19999981,-9.100000381,-3.599999905,2.5,7.800000191,12,14.19999981,13.39999962,8.600000381,2.5,-6.5,-12.19999981,1.283333341,105.7725247,76.43911435,67.86267081,50.78297944,98.0957227,137.7459229,144.0481669,122.2476387,117.0562581,115.3474715,100.0720063,112.2316165,103.9751744,556350,402060,356949,267112,515971,724526,757675,643007,615701,606713,526366,590324,6562754,1,108,27,9758,198,-198,396,120,-48,120,-130,515,59,23,25,168,82,168,128,104,104,0.673668057,0.001693521,0.067722121,0.05044799,0,0.003970451,0.135664126,0.02195551,0.042894237,0.000315808,0.000941252,0,0,0,36.15364075,0.002066988,0.002119146,0.002172619,0.002227441,7.29615188,25.51998618,29.75079805,0,5.502364554,0,0,214.6609552,126.5673344,0.813302634,0.065165555,0.000315808,0.051389242,0,0,2
4208505,MESILINKA RIVER,ABOVE GOPHERHOLE CREEK,CA,56.243889,-124.64333,3016.651611,744,46,259185,Upper Mackenzie,North America,Temperate Coniferous Forests,Central British Columbia Mountain forests,high,2,3,157,259185,145.8057241,0.052405144,6,1.811988473,59.26422882,-14.89999962,-9.399999619,-4.300000191,2.099999905,7.599999905,12,14.10000038,13.19999981,8.600000381,2.400000095,-6.900000095,-12.19999981,1.025000095,98.80292405,79.40326922,65.82994181,46.26553477,103.6175337,141.9812611,157.8846554,130.1469479,118.4061158,106.3808624,92.70079415,110.3316004,104.3126201,298054,239532,198586,139567,312578,428308,476283,392608,357190,320914,279646,332832,3776098,-6,107,26,9837,191,-207,398,115,-58,115,-138,508,63,21,28,174,78,174,125,104,104,0.480332905,0.002890783,0.127981276,0.047140296,0,0.004551644,0.197441425,0.063729095,0.072314877,0.000726556,0.000448637,0,0,0,18.01955414,0,0,0,0,3.85842803,16.82303717,17.44764319,0,0.208201224,0,0,214.9917696,130.0829506,0.682325974,0.136770528,0.000726556,0.047588933,0,0,2
4208507,OSILINKA RIVER,NEAR END LAKE,CA,56.126389,-124.79639,1931.273438,840,41,262977,Upper Mackenzie,North America,Temperate Coniferous Forests,Central British Columbia Mountain forests,high,2,4,0,262977,82.92050291,0.050018518,6,1.304737329,37.72598267,-14.60000038,-9.300000191,-4.699999809,1.700000048,7.199999809,11.39999962,13.60000038,12.69999981,8.100000381,1.899999976,-7.099999905,-12.30000019,0.716666629,99.41626919,77.40540364,67.90390083,49.78942811,103.0589434,142.4723162,151.5456042,125.6041714,115.3373705,107.7403106,94.06384224,108.827676,103.597103,192000,149491,131141,96157,199035,275153,292676,242576,222748,208076,181663,210176,2400892,-11,107,27,9563,183,-209,392,106,-63,106,-139,508,63,21,28,173,79,173,126,104,104,0.515679138,0.001828532,0.113037908,0.0579594,0,0.004034334,0.20337235,0.041287457,0.05961609,0.000927529,0.00059829,0,0,0,8.609045029,1.15E-05,1.18E-05,1.21E-05,1.24E-05,12.53741339,16.99998584,16.99998584,0,0,0,0,215.6284434,128.2789731,0.723085822,0.101831076,0.000927529,0.05855769,0,0,2
4208510,INGENIKA RIVER,ABOVE SWANNELL RIVER,CA,56.726944,-125.11056,3866.556641,702,45,286257,Upper Mackenzie,North America,Boreal Forests/Taiga,Northern Cordillera forests,medium,3,8,13,286257,169.0041904,0.062003505,7,1.701877832,77.3425827,-16.10000038,-10.19999981,-4.5,2.200000048,7.900000095,12.30000019,14.39999962,13.5,8.600000381,2.200000048,-7.5,-13.10000038,0.808333317,107.0500289,82.70356022,63.64008674,42.19490755,104.5271122,138.9339534,165.3396185,135.9871454,125.9784985,107.2364997,97.39596105,119.1432178,107.5108825,413915,319778,246068,163149,404160,537196,639295,525802,487103,414636,376587,460674,4988363,0,109,26,10260,199,-213,412,123,-53,123,-141,472,61,15,33,163,63,163,122,104,104,0.302378135,0.001280115,0.169689985,0.043914548,0,0.005008402,0.238824091,0.13292425,0.099322061,0.002521377,0.000744266,0,0,0,16.39614296,0,0,0,0,0.136620836,15.0014078,21.43363791,0,1.710218637,0.081444363,0,215.5330389,131.4007821,0.546210628,0.234767688,0.002521377,0.044658814,0,0,3
4208515,NATION RIVER,NEAR THE MOUTH,CA,55.200001,-124.23333,4365.859375,848,41,306057,Upper Mackenzie,North America,Temperate Coniferous Forests,Fraser Plateau and Basin complex,low,3,7,0,306057,218.5640928,0.053456741,7,1.918299079,84.13002777,-12.39999962,-8.800000191,-3.5,2.5,7.599999905,11.80000019,14,13.19999981,8.699999809,2.799999952,-5.5,-11.5,1.574999988,105.4727055,71.92123544,66.34570084,52.78319346,93.18806793,135.2956999,130.9732978,111.7108817,106.0787717,108.8548575,100.388025,107.2414294,99.18782218,460479,313998,289656,230444,406846,590682,571811,487714,463125,475245,438280,468201,5196481,7,110,28,9292,201,-185,386,122,-44,122,-117,534,58,23,23,165,90,165,141,104,104,0.814495714,0,0.015958907,0.081689601,0,0.001423323,0.070063365,0.003982011,0.011109921,0.000215852,0.000290241,0,0,0,202.2399139,0.001460652,0.00149751,0.001535297,0.001574037,3.00930274,50.26035467,23.25005458,0,2.036869218,0,0,213.6846931,124.9358617,0.885982402,0.015307784,0.000215852,0.081979842,0,0,3
4208516,NATION RIVER,NEAR FORT ST. JAMES,CA,55.435001,-123.61611,4350,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208520,PACK RIVER,OUTLET OF MCLEOD LAKE,CA,54.995834,-123.03555,2559.061035,683,41,271505,Upper Mackenzie,North America,Temperate Coniferous Forests,Fraser Plateau and Basin complex,low,2,4,4,271505,130.7172092,0.062352104,7,1.269484043,49.15418243,-11.30000019,-7.800000191,-2.700000048,3.5,9,13.10000038,15.19999981,14.39999962,9.699999809,4,-4.199999809,-9.5,2.783333282,144.2900325,100.825653,83.72445873,61.36469504,102.333628,146.6881778,139.444896,118.1378622,119.9865872,145.4705437,138.9216573,133.794386,119.5818815,369247,258019,214256,157036,261878,375384,356848,302322,307053,372268,355509,342388,3672208,22,109,29,9095,216,-157,373,-86,24,135,-99,675,71,24,23,206,114,186,194,104,104,0.566093498,0,0.005699544,0.022331546,0,0.02193358,0.363124094,0.00856838,0.003869064,0.008272695,0.00013111,0,0,0,62.32563782,0.126238111,0.125714572,0.125193378,0.124674352,11.26748076,6.47618746,42.86866235,0,41.56969958,2.371989887,0,210.905959,122.988253,0.951151172,0.020710139,0.008272695,0.022462656,0,0,3
4208527,CHUCHINKA CREEK,NEAR THE MOUTH,CA,54.529167,-122.6,311,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208536,MOBERLY RIVER,NEAR FORT ST. JOHN,CA,56.093056,-121.34695,1506.358276,611,42,115817,Upper Mackenzie,North America,"Temperate Grasslands, Savannas, and Shrublands",Canadian Aspen forests and parklands,high,1,1,264,115817,107.1597264,0.070649731,5,1.662233353,29.83399963,-11.19999981,-8.800000191,-3.599999905,4.099999905,9.699999809,13.69999981,15.69999981,14.60000038,9.899999619,4,-5.5,-10.5,2.674999952,84.77398905,68.21351974,72.64739189,56.07696479,106.1141978,171.3118347,181.6778945,132.0462756,112.2541713,92.50322597,97.70119257,77.22996704,104.3792187,127700,102754,109433,84472,159846,258057,273672,198909,169095,139343,147173,116336,1886790,20,106,26,10379,216,-179,395,144,-40,144,-121,477,79,18,48,207,69,207,86,104,104,0.414129333,0,0.003720374,0.03516078,0,0.029766114,0.461707682,0.017986173,0.018345321,0.018522831,0.000687428,0,0,0,33.67002106,0.675901739,0.696991492,0.718739894,0.741166905,9.724437666,0,57.408005,0.123558246,0,7.325602812,0,209.8904949,137.9285206,0.905603129,0.054854325,0.018522831,0.035848208,0,0,2
4208540,MURRAY RIVER,NEAR THE MOUTH,CA,55.556389,-121.20417,5395.102051,603,45,307097,Upper Mackenzie,North America,Temperate Coniferous Forests,Alberta-British Columbia foothills forests,high,3,8,15,307097,269.1174255,0.055911233,7,2.085068703,104.6363068,-10,-7.699999809,-2.099999905,4.599999905,10,13.80000019,15.80000019,14.89999962,10.30000019,4.5,-4.199999809,-8.5,3.450000048,113.4226923,79.84594099,92.70927506,75.48031458,91.01384837,186.6502228,190.0586848,137.2947153,133.703495,137.3566233,134.3859659,92.23439989,122.0130149,611927,430777,500176,407224,491029,1006997,1025386,740719,721344,741053,725026,497614,7899272,18,109,27,9960,213,-179,392,138,-39,138,-117,527,78,19,40,211,81,211,112,104,104,0.706502797,0.002148136,0.028407847,0.022885714,0,0.006353548,0.179545028,0.013932401,0.028439706,0.005056241,0.006160518,0.000173409,0,0,29.47761726,0.540767377,0.557639173,0.575037719,0.592980817,12.4222698,0,53.85587423,0.809539885,0,3.915857201,0,208.6220163,131.5401873,0.892401373,0.047428348,0.00522965,0.029046232,0,0,3
4208541,MURRAY RIVER,ABOVE WOLVERINE RIVER,CA,55.065277,-121.01667,2382.571289,756,45,269705,Upper Mackenzie,North America,Temperate Coniferous Forests,Central British Columbia Mountain forests,high,3,4,0,269705,91.11414807,0.05410718,7,1.244974256,45.72749329,-9,-6.5,-2.099999905,3.900000095,8.899999619,13,15,14.10000038,9.600000381,4.199999809,-3.900000095,-7.5,3.308333357,124.4852573,87.72077502,103.2325879,84.26274627,97.86947449,191.7676093,195.5891109,143.3656997,150.0714802,157.5067247,147.1011598,103.7652057,132.2281526,296595,209001,245959,200762,233181,456900,466005,341579,357556,375271,350479,247228,3780516,13,111,29,9289,203,-176,379,126,-42,126,-112,637,80,25,29,227,108,227,151,104,104,0.666393885,0.004864245,0.0528169,0.032641876,0,0.007748124,0.151241638,0.020444945,0.046534674,0.006398473,0.010465844,0,0,0,14.85730934,0.003216307,0.00331442,0.003415603,0.003519954,15.652687,0,50.23370481,0,0,0.369562641,0,208.9056679,128.8746085,0.825383647,0.073378092,0.006398473,0.04310772,0,0,3
4208545,SUKUNKA RIVER,NEAR THE MOUTH,CA,55.542778,-121.62444,2510,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208547,DICKEBUSCH CREEK,NEAR THE MOUTH,CA,55.535278,-121.59444,85.5,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208562,HALFWAY RIVER,ABOVE GRAHAM RIVER,CA,56.508335,-122.24111,3780,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
